is_industry_code_4561,is_industry_code_7761,is_industry_code_7499,is_industry_code_7214,is_industry_code_711,is_industry_code_4113,is_industry_code_919,is_industry_code_7599,is_industry_code_7292,is_industry_code_7215,n_txn_total,max_transaction_frequency_7d,max_transaction_frequency_90d,transaction_frequency_7d,transaction_size_variance_7d,sum_amt_total,days_since_last_transaction,incoming_volume_90d,median_hold_time_funds,max_channel_share,channel_debit_volume,channel_credit_volume,n_txn_emt,sum_amt_emt,median_amt_emt,median_amt_eft,cv_amt_eft,n_txn_cheque,std_amt_cheque,n_txn_card,std_amt_card,sum_amt_card,median_amt_abm,business_age,sales,employee_count,label
0,0,0,0,0,0,0,0,0,0,94,2,7,4,49277.10009,228436.26,3,133205.4,40.07638889,0.887952596,76176.06,133205.4,9,6006.7,400.63,313.45,2.786260122,3,205.5375334,7,33.28583518,260.31,500.0,7939,225624.0,1.0,
0,0,0,0,0,0,0,0,1,0,68,2,4,5,21186746.66,1098854.09,0,222460.51,26.82111111,0.507868884,865466.95,222460.51,0,0.0,0.0,3413.185,1.659444356,53,30364.30096,0,0.0,0.0,0.0,561,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,139,5,6,15,23750169.98,409481.44,0,207551.85,25.55916667,0.55134831,190427.76,207551.85,0,0.0,0.0,510.72,2.646494809,58,17496.78325,0,0.0,0.0,0.0,11057,1.0,0.0,
0,0,0,0,0,0,0,0,0,0,14,0,1,0,0.0,7267.08,7,2994.48,335.7780556,0.580921085,4230.72,2994.48,0,0.0,0.0,189.49,1.334769559,5,637.6129815,0,0.0,0.0,0.0,7800,,0.0,
0,0,0,0,0,0,0,0,0,0,125,3,7,7,2360680.03,421323.19,0,247391.1,16.67138889,0.960581994,173932.09,247391.1,2,172.04,86.02,637.06,1.230671702,75,19259.02005,46,1390.901348,15161.56,0.0,1654,261911.0,1.0,
0,0,0,0,0,0,0,0,0,0,5,1,1,1,0.0,11216.78,4,1113.22,218.6841667,1.0,10103.56,1113.22,0,0.0,0.0,416.14,1.717442701,0,0.0,0,0.0,0.0,0.0,1708,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,199.35,21,0.0,0.0,1.0,199.35,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,199.35,0.0,1761,160172.0,6.0,
0,0,0,0,0,0,0,0,0,0,3,1,1,1,0.0,255.26,3,0.0,0.0,1.0,255.26,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3,124.9367729,255.26,0.0,7782,64076.0,1.0,
0,0,0,0,0,0,0,1,0,0,16,0,4,0,0.0,36444.22,26,16148.58,140.8288889,0.891128689,3152.77,16148.58,0,0.0,0.0,502.035,1.688858723,2,139.3212491,0,0.0,0.0,0.0,11557,309458.0,1.0,
0,0,0,0,0,0,0,0,0,0,23,0,2,0,0.0,35684.82,7,15350.85,103.5695833,0.494034158,18105.08,15350.85,3,1070.89,149.65,783.08,0.99317713,0,0.0,7,1046.694228,4858.61,814.175,7955,1.0,1.0,
0,0,0,0,0,0,0,0,0,0,684,18,37,44,152653877.7,2765419.62,0,974572.95,3.542222222,0.969362346,1565509.77,974572.95,0,0.0,0.0,668.065,4.048442998,24,7054.549027,0,0.0,0.0,0.0,12770,838073.0,3.0,
0,0,0,0,0,0,0,0,0,0,52,0,7,0,0.0,259901.67,8,50164.69,23.98722222,0.998134333,207825.33,50164.69,2,414.39,207.195,558.07,3.478767085,1,0.0,0,0.0,0.0,0.0,9021,496305.0,6.0,
0,0,0,0,0,0,0,0,0,0,9,1,2,1,0.0,21412.39,4,13149.09,72.0,0.759770395,8263.3,13149.09,0,0.0,0.0,1515.41,1.282813423,4,1460.370467,0,0.0,0.0,0.0,10735,12161681.0,,
0,0,0,0,0,0,0,0,0,0,49,2,3,6,39519.17319,11047.88,0,2378.93,17.025,1.0,8668.95,2378.93,0,0.0,0.0,0.0,0.0,0,0.0,49,434.8086244,11047.88,0.0,4806,25184.0,1.0,
0,0,0,0,0,0,0,0,0,0,30,2,2,3,796334.1631,124666.14,5,55599.07,114.8877778,0.523617159,66049.17,55599.07,0,0.0,0.0,752.62,1.908630913,7,11821.23455,0,0.0,0.0,0.0,13014,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,48,3,3,4,139933.0782,43379.1,0,9308.61,61.20916667,0.709726343,32236.87,9308.61,43,30787.29,430.91,209.49,0.0,4,4247.230936,0,0.0,0.0,0.0,11236,177422.0,1.0,
0,0,0,0,0,0,0,0,0,0,7,0,1,0,0.0,5539.72,8,416.27,60.95097222,0.980966547,5123.45,416.27,6,5434.28,261.86,0.0,0.0,1,0.0,0,0.0,0.0,0.0,4520,23626.0,1.0,
0,0,0,0,0,0,0,0,0,0,30,1,2,2,19928.0648,20041.39,0,10124.24,98.60055556,0.960977258,9917.15,10124.24,28,19259.32,337.125,379.71,0.0,1,0.0,0,0.0,0.0,0.0,11739,1.0,0.0,
0,0,0,0,0,0,0,0,0,0,12,0,2,0,0.0,25196.73,7,8052.72,92.82888889,0.54824257,16737.96,8052.72,8,13813.92,467.1,2038.5,0.898081517,0,0.0,0,0.0,0.0,0.0,692,,1.0,
0,0,0,0,0,0,0,0,0,0,16,1,2,1,0.0,21844.45,4,1842.14,64.69722222,0.839719013,20002.31,1842.14,2,1031.2,515.6,290.99,1.91211875,3,523.0205278,0,0.0,0.0,0.0,9779,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,60,2,4,6,28286.9334,142026.34,0,130809.28,33.33291667,0.965119498,10327.22,130809.28,0,0.0,0.0,0.0,0.0,0,0.0,29,263.7700412,4953.95,400.0,56,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,109,3,5,7,14795633.31,126326.23,1,60765.74,24.01847222,0.522590597,65071.94,60765.74,42,66016.9,493.715,424.53,1.535557699,0,0.0,58,747.8126686,17058.84,0.0,297,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,75,1,5,1,0.0,377029.85,1,73895.48,31.44083333,0.799721057,293947.92,73895.48,1,215.9,215.9,305.86,2.420294529,22,46750.40938,0,0.0,0.0,0.0,3716,305471.0,1.0,
0,0,0,0,0,0,0,0,0,0,124,4,4,8,1760292.815,106324.97,0,49784.82,24.65597222,1.0,46774.7,49784.82,124,106324.97,355.09,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4773,110425.0,2.0,
0,0,0,0,0,0,0,0,0,1,16,0,3,0,0.0,10275.87,7,5929.96,370.6175,0.58734297,4304.42,5929.96,11,6035.46,313.17,549.66,1.422385683,0,0.0,0,0.0,0.0,0.0,1356,1.0,1.0,
0,0,0,0,0,0,0,0,0,0,81,1,4,4,1472.503892,28099.5,0,15849.04,40.44833333,0.788537518,12148.51,15849.04,3,2365.7,304.08,193.46,1.264622611,0,0.0,72,965.5081713,22157.51,0.0,3394,,0.0,
0,0,0,0,0,0,0,0,0,0,126,2,5,5,475151.9716,47156.07,4,19894.41,18.09805556,0.611124082,26727.41,19894.41,0,0.0,0.0,0.0,0.0,6,2227.21422,107,524.6644913,28818.21,400.0,341,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,5,0,1,0,0.0,125130.83,22,109935.73,24.0,1.0,4642.19,109935.73,0,0.0,0.0,0.0,0.0,5,46836.72413,0,0.0,0.0,0.0,10606,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,18,0,2,0,0.0,6041.86,15,4789.95,150.3461111,1.0,1251.91,4789.95,0,0.0,0.0,0.0,0.0,0,0.0,18,1114.3051,6041.86,0.0,1942,0.0,2.0,
0,0,0,0,0,0,0,0,1,0,3,0,1,0,0.0,1618.5,41,0.0,0.0,1.0,66.69,0.0,0,0.0,0.0,0.0,0.0,3,447.1963979,0,0.0,0.0,0.0,1116,0.0,0.0,
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,618.99,60,618.99,0.0,1.0,0.0,618.99,1,618.99,618.99,0.0,0.0,0,0.0,0,0.0,0.0,0.0,11770,319954.0,3.0,
0,0,0,0,0,0,0,0,0,0,141,5,7,13,1441867.671,445900.46,0,257726.58,30.74638889,1.0,186856.94,257726.58,0,0.0,0.0,513.14,2.956059222,0,0.0,0,0.0,0.0,0.0,2375,656633.0,3.0,
0,0,0,0,0,0,0,0,0,0,40,2,3,4,124674.5842,48259.28,2,16577.95,73.52361111,0.834866372,31383.07,16577.95,0,0.0,0.0,920.59,1.071324993,13,4550.899157,22,152.7778506,2615.81,0.0,1061,0.0,3.0,
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,1349.45,43,0.0,0.0,1.0,1349.45,0.0,1,1349.45,1349.45,0.0,0.0,0,0.0,0,0.0,0.0,0.0,253,0.0,1.0,
0,0,0,0,0,0,0,0,0,1,2,0,1,0,0.0,11155.75,40,8397.26,1080.0,1.0,2758.49,8397.26,0,0.0,0.0,0.0,0.0,2,3987.212505,0,0.0,0.0,0.0,4771,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,5,0,1,0,0.0,3271.26,15,51.78,304.6519444,1.0,3219.48,51.78,0,0.0,0.0,514.0,0.86291287,0,0.0,0,0.0,0.0,0.0,763,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,36,2,4,4,12329.79183,52100.35,0,21949.31,72.02111111,0.909588707,21146.87,21949.31,0,0.0,0.0,346.43,2.084909712,4,937.9591904,0,0.0,0.0,0.0,0,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,162,5,7,16,9502062.766,398767.07,0,162577.82,21.24138889,0.463447571,106470.85,162577.82,6,2825.94,206.095,464.61,1.826245713,11,38780.70983,54,4184.904749,35986.86,885.06,7446,,0.0,
0,0,0,0,0,0,0,0,0,0,125,4,5,13,21551916.64,348941.87,0,130600.9,22.02083333,0.965180676,212942.64,130600.9,4,1360.25,137.49,470.45,2.927974079,12,1005.54099,0,0.0,0.0,0.0,2036,0.0,0.0,
0,1,0,0,0,0,0,0,0,0,85,6,6,12,19979858.61,558969.05,0,402904.84,48.0,0.847948558,155244.95,402904.84,0,0.0,0.0,1181.6,1.98079765,69,31118.36407,10,169.4848149,1766.53,0.0,10995,64292.0,,
0,0,0,0,0,0,0,0,0,0,147,2,6,9,3491.796,136167.98,0,82824.73,18.66055556,0.657096331,44250.46,82824.73,16,13652.23,222.245,0.0,0.0,1,0.0,128,2810.690454,89475.48,689.0,1026,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,115,5,5,14,48251.24246,19597.95,0,2062.32,21.93416667,0.794181024,17474.8,2062.32,0,0.0,0.0,0.0,0.0,2,1605.068754,113,218.6356295,15564.32,0.0,4052,1.0,1.0,
0,0,0,0,0,0,0,0,0,0,16,1,3,2,50670.1778,83857.82,5,49541.34,48.0,0.631177152,33447.67,49541.34,0,0.0,0.0,490.75,1.346603105,9,10246.94565,0,0.0,0.0,0.0,3825,87131.0,0.0,
0,0,0,0,0,0,0,0,0,0,91,2,4,4,1974144.626,436792.32,0,229456.25,24.0,0.922393599,180997.46,229456.25,1,1020.83,1020.83,318.83,0.0,70,16263.34669,18,440.9666336,4549.53,0.0,446,54650.0,1.0,
0,0,0,0,0,0,0,0,0,1,125,1,11,4,1977262040.0,404721.22,0,165052.56,23.99,1.0,235227.03,165052.56,0,0.0,0.0,555.57,2.921970824,0,0.0,0,0.0,0.0,0.0,10293,369304.0,,
0,0,0,0,0,0,0,0,0,0,56,2,2,3,53322.97403,59635.83,3,26973.59,26.34805556,0.328326109,32599.8,26973.59,19,19020.42,674.12,329.38,1.917932856,3,3119.739027,17,355.811985,3505.47,1080.0,513,0.0,8.0,
0,0,0,0,0,0,0,0,0,0,45,2,3,5,577829.6328,199826.46,0,65847.24,33.00472222,0.504046761,133979.22,65847.24,0,0.0,0.0,2560.565,1.413434812,12,15266.13523,24,738.061046,8362.59,0.0,4175,275968.0,1.0,
0,0,0,0,0,0,0,0,0,0,34,1,2,3,2094087.38,40798.6,1,9754.84,103.6676389,0.374882226,24096.16,9754.84,15,14473.66,404.62,1536.86,0.834634116,3,5286.987719,10,550.7981874,3300.38,1031.64,9467,104081.0,2.0,
0,0,0,0,0,0,0,0,0,0,31,2,2,3,92384.32723,27627.38,0,7365.59,41.11277778,0.576605165,20261.79,7365.59,18,15930.09,430.205,544.495,0.913968627,3,2115.738472,1,0.0,3.91,220.0,0,469015.0,1.0,
0,0,0,0,0,0,0,0,0,1,26,2,2,4,599109.4575,276556.25,0,257046.67,200.5529167,1.0,18688.39,257046.67,0,0.0,0.0,370.175,3.902126756,0,0.0,0,0.0,0.0,0.0,2823,0.0,0.0,
0,0,0,0,0,0,0,0,0,1,28,2,2,4,18366909.92,120954.32,0,78553.56,203.7952778,0.649761497,42360.18,78553.56,0,0.0,0.0,477.82,2.040193599,0,0.0,0,0.0,0.0,0.0,3825,1.0,1.0,
0,0,0,0,0,0,0,0,0,1,74,3,5,5,142549549.5,214612.52,0,85810.88,31.65972222,0.985720824,119881.84,85810.88,1,48.33,48.33,416.02,3.56129537,0,0.0,9,185.7320938,1577.34,300.0,1771,1.0,1.0,
0,0,0,0,0,0,0,0,0,0,47,2,3,2,163.4432,16692.57,5,6187.37,15.23138889,0.516197326,10336.7,6187.37,0,0.0,0.0,1917.12,1.157563029,0,0.0,44,382.1153363,8616.66,0.0,1566,165955.0,1.0,
0,0,0,0,0,0,0,0,0,0,57,2,3,3,331865.5429,96260.41,1,75442.84,74.79361111,0.836594712,20645.56,75442.84,10,7900.69,266.525,232.53,2.429989178,2,3981.916275,2,473.6271931,905.17,0.0,1630,,1.0,
0,0,0,0,0,0,0,0,0,0,24,1,2,4,46864997.0,62454.97,0,40697.88,226.3898611,1.0,21504.95,40697.88,0,0.0,0.0,533.14,1.628140076,0,0.0,0,0.0,0.0,0.0,429,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,24,1,3,1,0.0,19101.54,5,6080.38,2.9075,0.329921043,13021.16,6080.38,0,0.0,0.0,198.14,1.766689595,1,0.0,16,287.2796407,3260.09,3151.0,2581,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,35,1,3,2,4931966.838,83069.89,4,56853.4,128.5233333,0.938426547,25077.49,56853.4,0,0.0,0.0,0.0,0.0,26,6213.096869,9,740.047531,5114.9,0.0,9663,0.0,2.0,
0,0,0,0,0,0,0,0,0,0,153,6,6,16,1652809.309,135795.12,0,51956.93,17.18666667,0.725625192,73106.2,51956.93,92,98536.36,388.33,0.0,0.0,0,0.0,58,2113.310588,26491.06,4000.0,1598,,1.0,
0,0,0,0,0,0,0,0,0,0,84,1,4,4,60935.9977,126713.18,0,99203.11,13.26138889,0.792056675,23150.19,99203.11,15,14796.52,576.5,0.0,0.0,6,35686.55877,62,454.3670214,11034.56,518.08,5629,81067.0,0.0,
0,0,0,0,0,0,0,0,0,0,31,1,2,2,1544877.686,82633.57,0,48325.79,160.9479167,0.466981761,34161.03,48325.79,11,15680.93,706.68,195.695,2.994210125,4,6151.938502,0,0.0,0.0,0.0,3212,161237.0,1.0,
0,0,0,0,0,0,0,0,0,0,89,3,4,8,38287.09454,29609.68,0,12159.18,29.37361111,0.58277158,16324.25,12159.18,27,17255.68,286.58,1208.41,0.593498998,0,0.0,60,300.4569761,9937.18,0.0,1082,0.0,2.0,
0,0,0,0,0,0,0,0,0,0,26,1,2,2,855863.6945,18558.55,0,5132.98,103.6255556,0.638596227,12825.57,5132.98,14,11851.42,430.605,0.0,0.0,7,396.5069299,2,10.96015511,36.04,1100.0,96,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,150,3,9,6,7049.17395,227676.78,4,164945.77,9.9875,0.739417783,58733.44,164945.77,0,0.0,0.0,263.175,2.931602628,3,2027.658285,79,3223.204808,45168.26,0.0,11369,50509.0,8.994972994,
0,1,0,0,0,0,0,0,0,0,49,2,3,6,256034.951,43658.39,0,13505.99,48.9925,0.565308753,30047.32,13505.99,39,24680.47,248.0,213.015,2.769988977,0,0.0,0,0.0,0.0,0.0,3789,6961.0,1.0,
0,0,0,0,0,0,0,0,0,1,7,0,1,0,0.0,4595.06,18,1177.07,721.0655556,0.715483585,3417.99,1177.07,4,1307.37,218.735,667.8,0.955375763,0,0.0,0,0.0,0.0,0.0,649,0.0,5.0,
0,0,0,0,0,0,0,0,0,0,83,3,3,6,11229.1151,30647.65,2,13477.26,18.73166667,0.886302539,14930.08,13477.26,5,1884.56,200.5,0.0,0.0,0,0.0,77,880.9153411,27163.09,1600.0,3763,442386.0,1.0,
0,0,0,0,0,0,0,0,0,0,13,1,2,1,0.0,80155.61,6,79766.73,106.3308333,1.0,388.88,79766.73,0,0.0,0.0,322.83,2.424388459,0,0.0,0,0.0,0.0,0.0,339,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,63,2,4,7,1906134.699,76228.1,1,27147.69,24.60388889,0.576705441,48685.64,27147.69,8,2490.61,220.91,1315.61,0.936640099,3,11180.16574,49,3298.794337,43961.16,0.0,2198,0.0,2.0,
0,0,0,0,0,0,0,0,0,1,3,1,1,1,0.0,103838.61,0,330.32,1203.514167,1.0,103508.29,330.32,0,0.0,0.0,181.14,1.723786154,0,0.0,0,0.0,0.0,0.0,598,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,7,1,2,1,0.0,41738.95,1,32462.08,163.9388889,1.0,9276.87,32462.08,0,0.0,0.0,2352.76,1.734357041,0,0.0,0,0.0,0.0,0.0,19284,302936.0,2.0,
0,0,0,0,0,0,0,0,0,0,20,1,1,1,0.0,12050.37,4,10584.47,78.15,0.542531889,1465.9,10584.47,0,0.0,0.0,0.0,0.0,2,4394.590863,17,721.5240637,4512.66,1000.0,2149,379456.0,1.0,
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,803.33,85,803.33,0.0,1.0,0.0,803.33,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,49893,,1.0,
0,0,0,0,0,0,0,0,0,0,129,4,7,13,2144073.455,329027.69,0,254429.18,31.87416667,0.89012174,65504.85,254429.18,26,33958.26,404.42,538.27,3.322726328,1,0.0,0,0.0,0.0,0.0,4638,369271.0,2.0,
0,0,0,0,0,0,0,0,0,0,91,3,7,10,60396683.85,322361.75,0,118010.91,28.50388889,0.678892735,201484.3,118010.91,7,1669.12,146.76,509.675,3.518638198,23,4409.232568,13,154.9705152,2403.45,0.0,0,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,31,3,3,5,5361.08133,35577.58,0,32405.7,125.04,1.0,3171.88,32405.7,0,0.0,0.0,0.0,0.0,0,0.0,31,4688.091926,35577.58,0.0,18040,239916.0,2.0,
0,0,0,0,0,0,0,0,0,0,105,2,5,4,2593600.318,235952.0,0,131225.94,29.465,0.542517419,76507.01,131225.94,31,43543.67,582.64,1210.405,1.76289674,19,5221.802795,5,268.5203915,817.74,500.0,3219,71677.0,10.0,
0,0,0,0,0,0,0,0,0,1,6,0,1,0,0.0,10943.97,21,9355.65,42.35111111,1.0,1588.32,9355.65,0,0.0,0.0,1224.955,1.0952706,0,0.0,0,0.0,0.0,0.0,1879,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,120,7,7,13,826450.8472,292914.46,0,82251.24,22.25958333,0.949809511,39520.73,82251.24,32,13317.81,303.355,647.12,5.146635461,0,0.0,15,143.2737834,1257.19,63.26,4865,228986.0,,
0,0,0,0,0,0,0,0,0,1,23,2,3,3,753658.7204,38842.38,4,12261.82,216.4120833,0.937140309,26518.92,12261.82,0,0.0,0.0,121.005,1.69087599,17,4477.039471,0,0.0,0.0,0.0,1266,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,106,4,5,10,81964470.43,254311.84,0,166699.89,23.09777778,0.933133117,78712.07,166699.89,1,433.82,433.82,614.81,2.704063964,0,0.0,27,2317.706219,16571.22,0.0,179,,1.0,
0,0,0,1,0,0,0,0,0,0,2,0,1,0,0.0,184.47,12,0.0,0.0,1.0,184.47,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2,82.79513301,184.47,0.0,996,0.0,2.0,
0,0,0,0,0,0,0,0,0,0,68,3,3,9,4019549.454,96540.14,0,43355.89,42.45236111,0.726515623,50451.46,43355.89,52,70137.92,524.45,398.44,0.445269279,6,6750.588499,8,78.76083068,810.02,0.0,12136,671449.0,4.0,
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.0,173.98,62,173.98,0.0,1.0,0.0,173.98,0,0.0,0.0,173.98,0.0,0,0.0,0,0.0,0.0,0.0,6486,88943.0,1.0,
0,0,0,0,0,0,0,0,0,0,28,2,2,3,44492.2743,15025.38,1,8412.96,176.7744444,0.56263003,4175.21,8412.96,4,1051.05,163.16,150.75,1.393856392,3,4296.992427,19,303.7773724,5219.1,0.0,1807,1.0,1.0,
0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.0,999.65,49,568.63,535.5413889,1.0,431.02,568.63,0,0.0,0.0,499.825,0.194678066,0,0.0,0,0.0,0.0,0.0,1722,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,128,3,5,8,1279337.62,139589.11,0,71792.22,23.15208333,0.682151996,66361.44,71792.22,67,95220.99,609.97,1756.67,0.595306031,2,11656.90278,55,1642.07012,21201.87,200.0,812,34949.0,1.0,
0,0,0,0,0,0,0,0,0,0,28,1,2,1,0.0,92550.83,0,40793.78,185.3969444,0.976306858,51516.32,40793.78,0,0.0,0.0,0.0,0.0,19,9721.737769,5,131.2951112,462.12,315.35,366,21726.0,1.0,
0,0,0,0,0,0,0,0,0,0,111,2,5,4,26622783.94,908460.73,0,301917.92,24.0,0.936449845,601149.97,301917.92,1,203.85,203.85,1119.52,1.889174166,95,53385.74956,0,0.0,0.0,0.0,3838,429565.0,0.0,
0,0,0,0,0,0,0,0,0,0,121,1,5,6,2647164.789,115148.14,0,35592.46,18.22083333,0.815902888,72048.41,35592.46,90,93949.7,383.325,584.82,1.121248252,2,54.99169437,13,259.8761876,2049.14,715.115,6455,285009.0,5.0,
0,0,0,0,0,0,0,0,0,0,41,1,2,2,8831.205,30169.68,3,4045.42,14.30527778,0.564557198,25916.1,4045.42,0,0.0,0.0,250.01,1.713719109,3,7799.010521,28,532.3003017,5284.83,0.0,8525,139478.0,,
0,0,0,0,0,0,0,0,0,0,527,11,22,46,14166758.3,2075377.66,0,531929.13,3.8675,0.939782449,1509252.05,531929.13,0,0.0,0.0,616.49,9.489145902,33,3863.896242,231,1181.494413,56463.37,0.0,9693,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,2,1,1,1,0.0,2469.78,0,2469.78,0.0,0.604701633,0.0,2469.78,0,0.0,0.0,1493.48,0.0,1,0.0,0,0.0,0.0,0.0,11420,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,131,7,7,15,43521210.19,452404.0,0,351297.54,23.99722222,1.0,96651.77,351297.54,0,0.0,0.0,633.04,3.064876488,0,0.0,0,0.0,0.0,0.0,806,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,24,1,3,2,25089332.01,32958.02,0,21752.51,48.0,1.0,11205.51,21752.51,0,0.0,0.0,0.0,0.0,24,1711.606631,0,0.0,0.0,0.0,5332,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,13,1,1,2,68505.51125,75050.08,0,61510.48,291.5425,0.929940115,12286.63,61510.48,0,0.0,0.0,302.89,1.095823574,3,556.6422627,0,0.0,0.0,0.0,351,,1.0,
0,0,0,0,0,0,0,0,0,0,6,0,1,0,0.0,852.29,22,239.8,336.8513889,0.686292224,612.49,239.8,2,179.05,89.525,0.0,0.0,0,0.0,1,0.0,88.32,207.61,129,0.0,,
0,0,0,0,0,0,0,0,0,0,143,3,6,10,19881.92574,71103.12,0,24533.28,16.42444444,0.872769718,40358.38,24533.28,93,62056.65,319.32,186.54,0.649943866,0,0.0,48,238.4020799,8673.39,0.0,760,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,84,3,4,9,23201342.36,250082.9,0,31939.65,23.13486111,1.0,214322.94,31939.65,0,0.0,0.0,431.58,3.739135454,0,0.0,0,0.0,0.0,0.0,5656,240428.0,2.0,
1,0,0,0,0,0,0,0,0,0,442,10,18,35,59204017.38,1643872.14,0,607662.23,11.50833333,0.990033495,976806.11,607662.23,1,994.24,994.24,472.305,4.981231659,13,1372.862702,0,0.0,0.0,0.0,970,0.0,2.0,
0,0,0,0,0,0,0,0,0,1,18,0,2,0,0.0,425920.02,11,419919.71,72.0,1.0,5973.79,419919.71,0,0.0,0.0,0.0,0.0,18,95599.42279,0,0.0,0.0,0.0,17651,,0.0,
0,0,0,0,0,0,0,0,0,0,425,10,15,32,166392000000.0,3600557.07,0,728409.03,12.06111111,0.977246127,2817774.35,728409.03,90,65607.75,185.58,465.49,11.76130254,2,6405.425772,7,179.9098312,1120.33,400.0,1278,150302.0,1.0,
0,0,0,0,0,0,0,0,0,0,13,1,1,2,339471.5202,260823.85,0,258540.71,114.2569444,0.998028555,2283.14,258540.71,0,0.0,0.0,401.865,3.319516528,1,0.0,0,0.0,0.0,0.0,4194,288701.0,0.0,
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,176.71,85,176.71,0.0,1.0,0.0,176.71,0,0.0,0.0,176.71,0.0,0,0.0,0,0.0,0.0,0.0,628,,1.0,
0,0,0,0,0,0,0,0,0,0,46,1,5,2,1126676240.0,629534.68,0,390079.43,72.0,1.0,236854.09,390079.43,0,0.0,0.0,0.0,0.0,46,48947.26238,0,0.0,0.0,0.0,11249,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,4,1,1,1,0.0,2363.25,4,1591.38,821.7013889,0.673386227,771.87,1591.38,0,0.0,0.0,795.69,0.038639423,0,0.0,2,466.3439933,771.87,0.0,855,0.0,2.651688754,
0,1,0,0,0,0,0,0,0,0,6,1,1,1,0.0,23557.39,1,23461.62,528.0,1.0,95.77,23461.62,0,0.0,0.0,0.0,0.0,6,7682.826569,0,0.0,0.0,0.0,5287,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,29,2,3,2,22325.95805,254734.0,5,240389.5,160.9747222,1.0,14121.7,240389.5,0,0.0,0.0,556.33,4.676934541,0,0.0,0,0.0,0.0,0.0,0,,1.0,
0,0,0,0,0,0,0,0,0,0,32,1,4,4,12230821.62,108726.8,0,17234.75,51.48958333,0.732340968,91492.05,17234.75,21,17060.62,335.82,4109.91,0.953195464,8,24012.91719,0,0.0,0.0,0.0,3064,1279762.0,,
0,0,0,0,0,0,0,0,0,0,109,2,5,4,397737.141,281095.48,0,64793.35,28.75305556,0.956277561,213862.35,64793.35,5,4808.91,1068.49,555.13,2.652324985,1,0.0,29,728.9870161,6975.01,0.0,3350,629468.0,5.0,
1,0,0,0,0,0,0,0,0,0,137,2,6,8,20900972.15,64927.89,1,19049.57,12.47694444,1.0,43956.35,19049.57,0,0.0,0.0,0.0,0.0,0,0.0,137,1580.819234,64927.89,0.0,6586,3717273.0,,
0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.0,40930.6,28,40928.47,312.0,1.0,2.13,40928.47,0,0.0,0.0,20465.3,1.414066373,0,0.0,0,0.0,0.0,0.0,8473,180807.0,6.0,
0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.0,414.9,21,414.9,0.0,1.0,0.0,414.9,2,414.9,207.45,0.0,0.0,0,0.0,0,0.0,0.0,0.0,675,1.0,1.0,
0,0,0,0,0,0,0,0,0,0,3,0,1,0,0.0,267489.58,32,240132.78,336.0,1.0,27356.8,240132.78,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,69057.0,1.0,
0,0,0,0,0,0,0,0,0,0,4,1,1,1,0.0,3358.81,0,374.8,260.4979167,0.761686431,2984.01,374.8,0,0.0,0.0,400.225,0.619766351,2,1596.944097,0,0.0,0.0,0.0,7812,432774.0,2.0,
